gene_id	go_id	go_ontology	go_term
HIS92_RS06930	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS06930	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS06930	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS06930	GO:0003824	MF	catalytic activity
HIS92_RS06930	GO:0004488	MF	methylenetetrahydrofolate dehydrogenase (NADP+) activity
HIS92_RS06930	GO:0003674	MF	molecular_function
HIS92_RS06930	GO:0016491	MF	oxidoreductase activity
HIS92_RS06930	GO:0016645	MF	oxidoreductase activity, acting on the CH-NH group of donors
HIS92_RS06930	GO:0016646	MF	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
HIS92_RS06935	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS06935	GO:0008152	BP	metabolic process
HIS92_RS06935	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS06935	GO:0006351	BP	transcription, DNA-templated
HIS92_RS06935	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS06935	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS06935	GO:0008150	BP	biological_process
HIS92_RS06935	GO:0009058	BP	biosynthetic process
HIS92_RS06935	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS06935	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS06935	GO:0009987	BP	cellular process
HIS92_RS06935	GO:0010467	BP	gene expression
HIS92_RS06935	GO:0010468	BP	regulation of gene expression
HIS92_RS06935	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS06935	GO:0016070	BP	RNA metabolic process
HIS92_RS06935	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS06935	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS06935	GO:0019222	BP	regulation of metabolic process
HIS92_RS06935	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS06935	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS06935	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS06935	GO:0032774	BP	RNA biosynthetic process
HIS92_RS06935	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS06935	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS06935	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS06935	GO:0043170	BP	macromolecule metabolic process
HIS92_RS06935	GO:0044237	BP	cellular metabolic process
HIS92_RS06935	GO:0044238	BP	primary metabolic process
HIS92_RS06935	GO:0044249	BP	cellular biosynthetic process
HIS92_RS06935	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS06935	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS06935	GO:0046483	BP	heterocycle metabolic process
HIS92_RS06935	GO:0050789	BP	regulation of biological process
HIS92_RS06935	GO:0050794	BP	regulation of cellular process
HIS92_RS06935	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS06935	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS06935	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS06935	GO:0065007	BP	biological regulation
HIS92_RS06935	GO:0071704	BP	organic substance metabolic process
HIS92_RS06935	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS06935	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS06935	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS06935	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS06935	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS06935	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS06935	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS06935	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS06935	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS06935	GO:0003723	MF	RNA binding
HIS92_RS06935	GO:0003674	MF	molecular_function
HIS92_RS06935	GO:0003676	MF	nucleic acid binding
HIS92_RS06935	GO:0005488	MF	binding
HIS92_RS06935	GO:0097159	MF	organic cyclic compound binding
HIS92_RS06935	GO:1901363	MF	heterocyclic compound binding
HIS92_RS06945	GO:0005524	MF	ATP binding
HIS92_RS06945	GO:0000166	MF	nucleotide binding
HIS92_RS06945	GO:0003674	MF	molecular_function
HIS92_RS06945	GO:0005488	MF	binding
HIS92_RS06945	GO:0008144	MF	drug binding
HIS92_RS06945	GO:0017076	MF	purine nucleotide binding
HIS92_RS06945	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS06945	GO:0032553	MF	ribonucleotide binding
HIS92_RS06945	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS06945	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS06945	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS06945	GO:0036094	MF	small molecule binding
HIS92_RS06945	GO:0043167	MF	ion binding
HIS92_RS06945	GO:0043168	MF	anion binding
HIS92_RS06945	GO:0097159	MF	organic cyclic compound binding
HIS92_RS06945	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS06945	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS06945	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07005	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS07005	GO:0003674	MF	molecular_function
HIS92_RS07005	GO:0003824	MF	catalytic activity
HIS92_RS07005	GO:0016407	MF	acetyltransferase activity
HIS92_RS07005	GO:0016410	MF	N-acyltransferase activity
HIS92_RS07005	GO:0016740	MF	transferase activity
HIS92_RS07005	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS07005	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS07015	GO:0043043	BP	peptide biosynthetic process
HIS92_RS07015	GO:0006414	BP	translational elongation
HIS92_RS07015	GO:0008152	BP	metabolic process
HIS92_RS07015	GO:0006518	BP	peptide metabolic process
HIS92_RS07015	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07015	GO:0008150	BP	biological_process
HIS92_RS07015	GO:0009058	BP	biosynthetic process
HIS92_RS07015	GO:0009987	BP	cellular process
HIS92_RS07015	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS07015	GO:0043603	BP	cellular amide metabolic process
HIS92_RS07015	GO:0043604	BP	amide biosynthetic process
HIS92_RS07015	GO:0044237	BP	cellular metabolic process
HIS92_RS07015	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07015	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS07015	GO:0071704	BP	organic substance metabolic process
HIS92_RS07015	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07015	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS07015	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS07015	GO:0006412	BP	translation
HIS92_RS07015	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS07015	GO:0010467	BP	gene expression
HIS92_RS07015	GO:0019538	BP	protein metabolic process
HIS92_RS07015	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS07015	GO:0043170	BP	macromolecule metabolic process
HIS92_RS07015	GO:0044238	BP	primary metabolic process
HIS92_RS07015	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS07015	GO:0044267	BP	cellular protein metabolic process
HIS92_RS07015	GO:0005737	CC	cytoplasm
HIS92_RS07015	GO:0005622	CC	intracellular
HIS92_RS07015	GO:0005575	CC	cellular_component
HIS92_RS07015	GO:0005623	CC	cell
HIS92_RS07015	GO:0044424	CC	intracellular part
HIS92_RS07015	GO:0044464	CC	cell part
HIS92_RS07015	GO:0003746	MF	translation elongation factor activity
HIS92_RS07015	GO:0003674	MF	molecular_function
HIS92_RS07015	GO:0003676	MF	nucleic acid binding
HIS92_RS07015	GO:0003723	MF	RNA binding
HIS92_RS07015	GO:0005488	MF	binding
HIS92_RS07015	GO:0008135	MF	translation factor activity, RNA binding
HIS92_RS07015	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07015	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07020	GO:0016787	MF	hydrolase activity
HIS92_RS07020	GO:0003674	MF	molecular_function
HIS92_RS07020	GO:0003824	MF	catalytic activity
HIS92_RS07025	GO:0003855	MF	3-dehydroquinate dehydratase activity
HIS92_RS07025	GO:0003674	MF	molecular_function
HIS92_RS07025	GO:0003824	MF	catalytic activity
HIS92_RS07025	GO:0016829	MF	lyase activity
HIS92_RS07025	GO:0016835	MF	carbon-oxygen lyase activity
HIS92_RS07025	GO:0016836	MF	hydro-lyase activity
HIS92_RS07050	GO:0046914	MF	transition metal ion binding
HIS92_RS07050	GO:0046983	MF	protein dimerization activity
HIS92_RS07050	GO:0003677	MF	DNA binding
HIS92_RS07050	GO:0003674	MF	molecular_function
HIS92_RS07050	GO:0005488	MF	binding
HIS92_RS07050	GO:0046872	MF	metal ion binding
HIS92_RS07050	GO:0043167	MF	ion binding
HIS92_RS07050	GO:0043169	MF	cation binding
HIS92_RS07050	GO:0005515	MF	protein binding
HIS92_RS07050	GO:0003676	MF	nucleic acid binding
HIS92_RS07050	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07050	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07075	GO:0006464	BP	cellular protein modification process
HIS92_RS07075	GO:0008152	BP	metabolic process
HIS92_RS07075	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07075	GO:0008150	BP	biological_process
HIS92_RS07075	GO:0009987	BP	cellular process
HIS92_RS07075	GO:0019538	BP	protein metabolic process
HIS92_RS07075	GO:0036211	BP	protein modification process
HIS92_RS07075	GO:0043170	BP	macromolecule metabolic process
HIS92_RS07075	GO:0043412	BP	macromolecule modification
HIS92_RS07075	GO:0044237	BP	cellular metabolic process
HIS92_RS07075	GO:0044238	BP	primary metabolic process
HIS92_RS07075	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS07075	GO:0044267	BP	cellular protein metabolic process
HIS92_RS07075	GO:0071704	BP	organic substance metabolic process
HIS92_RS07075	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07090	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS07090	GO:0008152	BP	metabolic process
HIS92_RS07090	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS07090	GO:0006351	BP	transcription, DNA-templated
HIS92_RS07090	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS07090	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07090	GO:0008150	BP	biological_process
HIS92_RS07090	GO:0009058	BP	biosynthetic process
HIS92_RS07090	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS07090	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS07090	GO:0009987	BP	cellular process
HIS92_RS07090	GO:0010467	BP	gene expression
HIS92_RS07090	GO:0010468	BP	regulation of gene expression
HIS92_RS07090	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS07090	GO:0016070	BP	RNA metabolic process
HIS92_RS07090	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS07090	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS07090	GO:0019222	BP	regulation of metabolic process
HIS92_RS07090	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS07090	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS07090	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS07090	GO:0032774	BP	RNA biosynthetic process
HIS92_RS07090	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS07090	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS07090	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS07090	GO:0043170	BP	macromolecule metabolic process
HIS92_RS07090	GO:0044237	BP	cellular metabolic process
HIS92_RS07090	GO:0044238	BP	primary metabolic process
HIS92_RS07090	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07090	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS07090	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS07090	GO:0046483	BP	heterocycle metabolic process
HIS92_RS07090	GO:0050789	BP	regulation of biological process
HIS92_RS07090	GO:0050794	BP	regulation of cellular process
HIS92_RS07090	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS07090	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS07090	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS07090	GO:0065007	BP	biological regulation
HIS92_RS07090	GO:0071704	BP	organic substance metabolic process
HIS92_RS07090	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS07090	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS07090	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS07090	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS07090	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS07090	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS07090	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS07090	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS07090	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS07090	GO:0003677	MF	DNA binding
HIS92_RS07090	GO:0003700	MF	DNA-binding transcription factor activity
HIS92_RS07090	GO:0003674	MF	molecular_function
HIS92_RS07090	GO:0003676	MF	nucleic acid binding
HIS92_RS07090	GO:0005488	MF	binding
HIS92_RS07090	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07090	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07090	GO:0140110	MF	transcription regulator activity
HIS92_RS07095	GO:0003677	MF	DNA binding
HIS92_RS07095	GO:0003674	MF	molecular_function
HIS92_RS07095	GO:0003676	MF	nucleic acid binding
HIS92_RS07095	GO:0005488	MF	binding
HIS92_RS07095	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07095	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07100	GO:0016021	CC	integral component of membrane
HIS92_RS07100	GO:0005575	CC	cellular_component
HIS92_RS07100	GO:0016020	CC	membrane
HIS92_RS07100	GO:0031224	CC	intrinsic component of membrane
HIS92_RS07100	GO:0044425	CC	membrane part
HIS92_RS07105	GO:0016021	CC	integral component of membrane
HIS92_RS07105	GO:0005575	CC	cellular_component
HIS92_RS07105	GO:0016020	CC	membrane
HIS92_RS07105	GO:0031224	CC	intrinsic component of membrane
HIS92_RS07105	GO:0044425	CC	membrane part
HIS92_RS07130	GO:0006546	BP	glycine catabolic process
HIS92_RS07130	GO:0055114	BP	oxidation-reduction process
HIS92_RS07130	GO:0001505	BP	regulation of neurotransmitter levels
HIS92_RS07130	GO:0008152	BP	metabolic process
HIS92_RS07130	GO:0006082	BP	organic acid metabolic process
HIS92_RS07130	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS07130	GO:0006544	BP	glycine metabolic process
HIS92_RS07130	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07130	GO:0008150	BP	biological_process
HIS92_RS07130	GO:0009056	BP	catabolic process
HIS92_RS07130	GO:0009063	BP	cellular amino acid catabolic process
HIS92_RS07130	GO:0009069	BP	serine family amino acid metabolic process
HIS92_RS07130	GO:0009071	BP	serine family amino acid catabolic process
HIS92_RS07130	GO:0009987	BP	cellular process
HIS92_RS07130	GO:0016054	BP	organic acid catabolic process
HIS92_RS07130	GO:0017144	BP	drug metabolic process
HIS92_RS07130	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS07130	GO:0042133	BP	neurotransmitter metabolic process
HIS92_RS07130	GO:0042135	BP	neurotransmitter catabolic process
HIS92_RS07130	GO:0042737	BP	drug catabolic process
HIS92_RS07130	GO:0043436	BP	oxoacid metabolic process
HIS92_RS07130	GO:0044237	BP	cellular metabolic process
HIS92_RS07130	GO:0044238	BP	primary metabolic process
HIS92_RS07130	GO:0044248	BP	cellular catabolic process
HIS92_RS07130	GO:0044281	BP	small molecule metabolic process
HIS92_RS07130	GO:0044282	BP	small molecule catabolic process
HIS92_RS07130	GO:0046395	BP	carboxylic acid catabolic process
HIS92_RS07130	GO:0065007	BP	biological regulation
HIS92_RS07130	GO:0065008	BP	regulation of biological quality
HIS92_RS07130	GO:0071704	BP	organic substance metabolic process
HIS92_RS07130	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07130	GO:1901565	BP	organonitrogen compound catabolic process
HIS92_RS07130	GO:1901575	BP	organic substance catabolic process
HIS92_RS07130	GO:1901605	BP	alpha-amino acid metabolic process
HIS92_RS07130	GO:1901606	BP	alpha-amino acid catabolic process
HIS92_RS07130	GO:0004375	MF	glycine dehydrogenase (decarboxylating) activity
HIS92_RS07130	GO:0003674	MF	molecular_function
HIS92_RS07130	GO:0003824	MF	catalytic activity
HIS92_RS07130	GO:0016491	MF	oxidoreductase activity
HIS92_RS07130	GO:0016638	MF	oxidoreductase activity, acting on the CH-NH2 group of donors
HIS92_RS07130	GO:0016642	MF	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor
HIS92_RS07135	GO:0006546	BP	glycine catabolic process
HIS92_RS07135	GO:0055114	BP	oxidation-reduction process
HIS92_RS07135	GO:0001505	BP	regulation of neurotransmitter levels
HIS92_RS07135	GO:0008152	BP	metabolic process
HIS92_RS07135	GO:0006082	BP	organic acid metabolic process
HIS92_RS07135	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS07135	GO:0006544	BP	glycine metabolic process
HIS92_RS07135	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07135	GO:0008150	BP	biological_process
HIS92_RS07135	GO:0009056	BP	catabolic process
HIS92_RS07135	GO:0009063	BP	cellular amino acid catabolic process
HIS92_RS07135	GO:0009069	BP	serine family amino acid metabolic process
HIS92_RS07135	GO:0009071	BP	serine family amino acid catabolic process
HIS92_RS07135	GO:0009987	BP	cellular process
HIS92_RS07135	GO:0016054	BP	organic acid catabolic process
HIS92_RS07135	GO:0017144	BP	drug metabolic process
HIS92_RS07135	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS07135	GO:0042133	BP	neurotransmitter metabolic process
HIS92_RS07135	GO:0042135	BP	neurotransmitter catabolic process
HIS92_RS07135	GO:0042737	BP	drug catabolic process
HIS92_RS07135	GO:0043436	BP	oxoacid metabolic process
HIS92_RS07135	GO:0044237	BP	cellular metabolic process
HIS92_RS07135	GO:0044238	BP	primary metabolic process
HIS92_RS07135	GO:0044248	BP	cellular catabolic process
HIS92_RS07135	GO:0044281	BP	small molecule metabolic process
HIS92_RS07135	GO:0044282	BP	small molecule catabolic process
HIS92_RS07135	GO:0046395	BP	carboxylic acid catabolic process
HIS92_RS07135	GO:0065007	BP	biological regulation
HIS92_RS07135	GO:0065008	BP	regulation of biological quality
HIS92_RS07135	GO:0071704	BP	organic substance metabolic process
HIS92_RS07135	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07135	GO:1901565	BP	organonitrogen compound catabolic process
HIS92_RS07135	GO:1901575	BP	organic substance catabolic process
HIS92_RS07135	GO:1901605	BP	alpha-amino acid metabolic process
HIS92_RS07135	GO:1901606	BP	alpha-amino acid catabolic process
HIS92_RS07135	GO:0004375	MF	glycine dehydrogenase (decarboxylating) activity
HIS92_RS07135	GO:0003674	MF	molecular_function
HIS92_RS07135	GO:0003824	MF	catalytic activity
HIS92_RS07135	GO:0016491	MF	oxidoreductase activity
HIS92_RS07135	GO:0016638	MF	oxidoreductase activity, acting on the CH-NH2 group of donors
HIS92_RS07135	GO:0016642	MF	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor
HIS92_RS07145	GO:0005524	MF	ATP binding
HIS92_RS07145	GO:0000166	MF	nucleotide binding
HIS92_RS07145	GO:0003674	MF	molecular_function
HIS92_RS07145	GO:0005488	MF	binding
HIS92_RS07145	GO:0008144	MF	drug binding
HIS92_RS07145	GO:0017076	MF	purine nucleotide binding
HIS92_RS07145	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS07145	GO:0032553	MF	ribonucleotide binding
HIS92_RS07145	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS07145	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS07145	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS07145	GO:0036094	MF	small molecule binding
HIS92_RS07145	GO:0043167	MF	ion binding
HIS92_RS07145	GO:0043168	MF	anion binding
HIS92_RS07145	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07145	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS07145	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS07145	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07180	GO:0055114	BP	oxidation-reduction process
HIS92_RS07180	GO:0008152	BP	metabolic process
HIS92_RS07180	GO:0008150	BP	biological_process
HIS92_RS07180	GO:0016491	MF	oxidoreductase activity
HIS92_RS07180	GO:0003674	MF	molecular_function
HIS92_RS07180	GO:0003824	MF	catalytic activity
HIS92_RS07215	GO:0006810	BP	transport
HIS92_RS07215	GO:0008150	BP	biological_process
HIS92_RS07215	GO:0051179	BP	localization
HIS92_RS07215	GO:0051234	BP	establishment of localization
HIS92_RS07215	GO:0005524	MF	ATP binding
HIS92_RS07215	GO:0000166	MF	nucleotide binding
HIS92_RS07215	GO:0003674	MF	molecular_function
HIS92_RS07215	GO:0005488	MF	binding
HIS92_RS07215	GO:0008144	MF	drug binding
HIS92_RS07215	GO:0017076	MF	purine nucleotide binding
HIS92_RS07215	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS07215	GO:0032553	MF	ribonucleotide binding
HIS92_RS07215	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS07215	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS07215	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS07215	GO:0036094	MF	small molecule binding
HIS92_RS07215	GO:0043167	MF	ion binding
HIS92_RS07215	GO:0043168	MF	anion binding
HIS92_RS07215	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07215	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS07215	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS07215	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07230	GO:0006835	BP	dicarboxylic acid transport
HIS92_RS07230	GO:0006810	BP	transport
HIS92_RS07230	GO:0006811	BP	ion transport
HIS92_RS07230	GO:0006820	BP	anion transport
HIS92_RS07230	GO:0008150	BP	biological_process
HIS92_RS07230	GO:0015711	BP	organic anion transport
HIS92_RS07230	GO:0015849	BP	organic acid transport
HIS92_RS07230	GO:0046942	BP	carboxylic acid transport
HIS92_RS07230	GO:0051179	BP	localization
HIS92_RS07230	GO:0051234	BP	establishment of localization
HIS92_RS07230	GO:0071702	BP	organic substance transport
HIS92_RS07230	GO:0016020	CC	membrane
HIS92_RS07230	GO:0005575	CC	cellular_component
HIS92_RS07230	GO:0017153	MF	sodium:dicarboxylate symporter activity
HIS92_RS07230	GO:0003674	MF	molecular_function
HIS92_RS07230	GO:0046873	MF	metal ion transmembrane transporter activity
HIS92_RS07230	GO:0005215	MF	transporter activity
HIS92_RS07230	GO:0022857	MF	transmembrane transporter activity
HIS92_RS07230	GO:0005310	MF	dicarboxylic acid transmembrane transporter activity
HIS92_RS07230	GO:0005343	MF	organic acid:sodium symporter activity
HIS92_RS07230	GO:0005342	MF	organic acid transmembrane transporter activity
HIS92_RS07230	GO:0015291	MF	secondary active transmembrane transporter activity
HIS92_RS07230	GO:0008324	MF	cation transmembrane transporter activity
HIS92_RS07230	GO:0008509	MF	anion transmembrane transporter activity
HIS92_RS07230	GO:0008514	MF	organic anion transmembrane transporter activity
HIS92_RS07230	GO:0015075	MF	ion transmembrane transporter activity
HIS92_RS07230	GO:0015077	MF	monovalent inorganic cation transmembrane transporter activity
HIS92_RS07230	GO:0015081	MF	sodium ion transmembrane transporter activity
HIS92_RS07230	GO:0015293	MF	symporter activity
HIS92_RS07230	GO:0015294	MF	solute:cation symporter activity
HIS92_RS07230	GO:0015318	MF	inorganic molecular entity transmembrane transporter activity
HIS92_RS07230	GO:0015370	MF	solute:sodium symporter activity
HIS92_RS07230	GO:0022804	MF	active transmembrane transporter activity
HIS92_RS07230	GO:0022890	MF	inorganic cation transmembrane transporter activity
HIS92_RS07230	GO:0046943	MF	carboxylic acid transmembrane transporter activity
HIS92_RS07255	GO:0009159	BP	deoxyribonucleoside monophosphate catabolic process
HIS92_RS07255	GO:0008152	BP	metabolic process
HIS92_RS07255	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS07255	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS07255	GO:0006753	BP	nucleoside phosphate metabolic process
HIS92_RS07255	GO:0006793	BP	phosphorus metabolic process
HIS92_RS07255	GO:0006796	BP	phosphate-containing compound metabolic process
HIS92_RS07255	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07255	GO:0008150	BP	biological_process
HIS92_RS07255	GO:0009056	BP	catabolic process
HIS92_RS07255	GO:0009058	BP	biosynthetic process
HIS92_RS07255	GO:0009123	BP	nucleoside monophosphate metabolic process
HIS92_RS07255	GO:0009125	BP	nucleoside monophosphate catabolic process
HIS92_RS07255	GO:0009162	BP	deoxyribonucleoside monophosphate metabolic process
HIS92_RS07255	GO:0009987	BP	cellular process
HIS92_RS07255	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS07255	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS07255	GO:0019439	BP	aromatic compound catabolic process
HIS92_RS07255	GO:0019637	BP	organophosphate metabolic process
HIS92_RS07255	GO:0034404	BP	nucleobase-containing small molecule biosynthetic process
HIS92_RS07255	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS07255	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS07255	GO:0034655	BP	nucleobase-containing compound catabolic process
HIS92_RS07255	GO:0044237	BP	cellular metabolic process
HIS92_RS07255	GO:0044238	BP	primary metabolic process
HIS92_RS07255	GO:0044248	BP	cellular catabolic process
HIS92_RS07255	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07255	GO:0044270	BP	cellular nitrogen compound catabolic process
HIS92_RS07255	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS07255	GO:0044281	BP	small molecule metabolic process
HIS92_RS07255	GO:0044283	BP	small molecule biosynthetic process
HIS92_RS07255	GO:0046434	BP	organophosphate catabolic process
HIS92_RS07255	GO:0046483	BP	heterocycle metabolic process
HIS92_RS07255	GO:0046700	BP	heterocycle catabolic process
HIS92_RS07255	GO:0055086	BP	nucleobase-containing small molecule metabolic process
HIS92_RS07255	GO:0071704	BP	organic substance metabolic process
HIS92_RS07255	GO:1901292	BP	nucleoside phosphate catabolic process
HIS92_RS07255	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS07255	GO:1901361	BP	organic cyclic compound catabolic process
HIS92_RS07255	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS07255	GO:1901575	BP	organic substance catabolic process
HIS92_RS07255	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS07255	GO:0050144	MF	nucleoside deoxyribosyltransferase activity
HIS92_RS07255	GO:0070694	MF	deoxyribonucleoside 5'-monophosphate N-glycosidase activity
HIS92_RS07255	GO:0003674	MF	molecular_function
HIS92_RS07255	GO:0003824	MF	catalytic activity
HIS92_RS07255	GO:0016740	MF	transferase activity
HIS92_RS07255	GO:0016757	MF	transferase activity, transferring glycosyl groups
HIS92_RS07255	GO:0016763	MF	transferase activity, transferring pentosyl groups
HIS92_RS07255	GO:0016787	MF	hydrolase activity
HIS92_RS07255	GO:0016798	MF	hydrolase activity, acting on glycosyl bonds
